459,419,510,23.264968,28.488088,27.680297,
459,401,510,21.524248,22.960217,27.381411,
438,401,510,18.026104,21.293724,27.394481,
459,381,510,20.043352,18.218294,27.179205,
459,401,485,20.256946,22.640324,19.484891,
438,381,510,16.579465,16.598339,27.235010,
459,381,485,18.779964,17.888144,19.275378,
438,401,485,16.813545,21.071422,19.555790,
438,381,485,15.287923,16.249218,19.324003,
414,381,485,12.343880,14.822214,19.283804,
438,359,485,14.151245,12.571989,19.167807,
438,381,459,14.236983,15.942167,12.951073,
414,359,485,11.144195,11.089690,19.068813,
438,359,459,13.063349,12.222813,12.775227,
414,381,459,11.344337,14.596766,12.980598,
414,359,459,10.158176,10.851152,12.811060,
400,359,459,8.897912,10.269127,12.818127,
414,346,459,9.659547,9.215078,12.755605,
414,359,444,9.670577,10.680403,10.035096,
400,346,459,8.317522,8.526111,12.694646,
414,346,444,9.166887,9.037042,9.983232,
400,359,444,8.433406,10.125868,10.075897,
400,346,444,7.904968,8.445250,10.006107,
387,346,444,6.936462,7.997026,10.015829,
400,334,444,7.488879,7.162059,9.926721,
400,346,430,7.519326,8.306682,7.830364,
387,334,444,6.512711,6.704885,9.936831,
400,334,430,7.150505,7.076466,7.798946,
387,346,430,6.542527,7.848419,7.840153,
387,334,430,6.159148,6.600645,7.798251,
371,334,430,5.191887,6.110110,7.749606,
387,319,430,5.730496,5.323335,7.704791,
387,334,412,5.818905,6.508569,5.719153,
371,319,430,4.785807,4.865627,7.684818,
387,319,412,5.370730,5.207119,5.611158,
371,334,412,4.860907,6.027757,5.701837,
371,319,412,4.420744,4.740256,5.588533,
355,319,412,3.725862,4.410151,5.602054,
371,303,412,4.146544,3.809513,5.592743,
371,319,394,4.156272,4.661857,3.977852,
355,303,412,3.439485,3.471241,5.601160,
371,303,394,3.862087,3.710557,3.960156,
355,319,394,3.476962,4.358329,4.013030,
355,303,394,3.157073,3.375556,3.965998,
336,303,394,2.537668,3.068512,3.953703,
355,285,394,2.898177,2.588177,3.926870,
355,303,374,2.929405,3.300724,2.634097,
336,285,394,2.285854,2.289810,3.921720,
355,285,374,2.680129,2.519153,2.607021,
336,303,374,2.325535,3.015275,2.644477,
336,285,374,2.057558,2.210593,2.598548,
316,285,374,1.632356,2.001954,2.599458,
336,264,374,1.868123,1.633402,2.574196,
336,285,353,1.900333,2.165082,1.639767,
316,264,374,1.434615,1.414785,2.572961,
336,264,353,1.696152,1.569724,1.601394,
316,285,353,1.463996,1.944363,1.632692,
316,264,353,1.264011,1.352927,1.599290,
289,264,353,0.933430,1.180828,1.595659,
316,238,353,1.111066,0.922071,1.572521,
316,264,328,1.123991,1.296808,0.832278,
289,238,353,0.782482,0.750677,1.572395,
316,238,328,0.971604,0.865655,0.806092,
289,264,328,0.792932,1.122471,0.829478,
289,238,328,0.633740,0.682962,0.790688,
245,238,328,0.431383,0.565090,0.792443,
289,199,328,0.537918,0.420646,0.782311,
289,238,299,0.543002,0.641979,0.306460,
245,199,328,0.334222,0.302375,0.783814,
289,199,299,0.444847,0.377932,0.291961,
245,238,299,0.340812,0.526493,0.307353,
245,199,299,0.239349,0.257211,0.292032,
230,199,299,0.210914,0.237701,0.290592,
245,184,299,0.222654,0.216353,0.291428,
245,199,285,0.208736,0.237498,0.156069,
230,184,299,0.194303,0.197059,0.289298,
245,184,285,0.190561,0.194665,0.153311,
230,199,285,0.180502,0.218272,0.156600,
230,184,285,0.159953,0.172886,0.149416,
118,184,285,0.113719,0.136989,0.148060,
230,91,285,0.131955,0.111972,0.146166,
230,184,268,0.133107,0.150301,0.057384,
118,91,285,0.083401,0.074895,0.141040,
230,91,268,0.106099,0.092518,0.055534,
118,184,268,0.086792,0.113678,0.056109,
118,91,268,0.057256,0.055030,0.051031,
55,91,268,0.055543,0.053441,0.050221,
118,28,268,0.056368,0.053260,0.051720,
118,91,205,0.010547,0.007649,0.000908,
55,28,268,0.054918,0.051904,0.051771,
118,28,205,0.009635,0.006797,0.001234,
55,91,205,0.009315,0.006788,0.000751,
55,28,205,0.008182,0.005791,0.000985,
